Id,NAME,ADDRESS,CITY,STATE,ZIP,LAT,LON,PHONE,REVENUE,UTILIZATION
74ab949d-17ac-3309-83a0-13b4405c66aa,Fitchburg Outpatient Clinic,881 Main Street,Fitchburg,MA,01420,42.586487,-71.80521,978-342-9781 Or 978-342-9781,0.0,14
e09d4c49-c2ef-3b0f-9a46-3719d9219306,UMASS MEMORIAL HEALTHALLIANCE CLINTON HOSPITAL INC,60 HOSPITAL RD,LEOMINSTER,MA,014533290,42.54031915,-71.76312990486304,9784662000,0.0,76
ab701a70-a658-340e-8f69-ee196a7d40c6,CAREWELL URGENT CARE CENTERS OF MA  PC,484 RTE 134,WORCESTER,MA,016071728,42.2625621,-71.8018877,5086947901,0.0,5
88e28a1c-aad9-36d0-832b-b579ecb95c3d,LEOMINSTER COMUNITY HEALTH CENTER,14 MANNING AVENUE,LEOMINSTER,MA,014535768,42.5253035,-71.7584413,9788470110,0.0,77
fa09396a-2926-3b21-ad0c-9f6cabbce0eb,WOONSOCKET URGENT CARE PC,1210 BOSTON PROVIDENCE TPKE,NORWOOD,MA,020625061,42.1714075,-71.1951186,4017662700,0.0,1
cce87420-edd2-3473-9d82-5633f05186a7,MARLBORO HILLS MA SNF LLC,121 NORTHBORO RD E,MARLBOROUGH,MA,017521844,42.3420796,-71.58749123634463,5084844040,0.0,1
ca1c0a76-f601-3a1c-a448-689cd3d56bb1,PILGRIM REHABILITATION & SKILLED NURSING CENTER,96 FOREST STREET,PEABODY,MA,019603907,42.528469349999995,-70.95557442492182,9785320303,0.0,22
8d0f0e66-b1dc-37fd-8b4e-0dcb6b3b446e,Edith Nourse Rogers Memorial Veterans Hospital (Bedford VA),200 Springs Rd.,Bedford,MA,01730,42.503376,-71.272644,781-687-2000,0.0,1264
a14e698d-a9ba-3eae-9c8b-682ec726433d,LYNN URGENT CARE LLC,776 WESTERN AVE,LYNN,MA,019052408,42.466763,-70.9494939,6178939901,0.0,1
69eae27b-7445-3652-bd34-b535abe0b011,MANET COMMUNITY HEALTH CENTER  INC.,9 BICKNELL ST,QUINCY,MA,021696003,42.252227399999995,-70.96584679278924,6174714715,0.0,27
6cf8a214-8d57-3267-85e5-7719e15cd63e,LEMUEL SHATTUCK HOSPITAL,170 MORTON STREET,JAMAICA PLAIN,MA,021303735,42.299067750000006,-71.10124351911541,6175228110,0.0,97
aade280a-3b90-3e48-9648-91109a964a63,AP MEDICAL LLC,909 SUMNER ST,DARTMOUTH,MA,027473826,41.6332267,-70.9879928,5089715190,0.0,2
980d9bfa-a344-3bff-8c02-232dd0e8fd34,EDEN HOME HEALTH CARE LLC,100 TRADE CENTER SUITE G-700,WOBURN,MA,018011851,42.4792618,-71.1522766,7812025401,0.0,28
440fa4b8-c731-3cf5-81d9-aa3f30a37b95,LAHEY HOSPITAL & MEDICAL CENTER  BURLINGTON,41 & 45 MALL ROAD,PEABODY,MA,019602901,42.5278731,-70.9286609,7817445100,0.0,268
3498e7d3-90fd-366b-bc6a-6f41dad6bae6,COLEMAN HOUSE,112 WEST MAIN STREET,NORTHBOROUGH,MA,015321824,42.318559050000005,-71.65097281611972,5083519355,0.0,75
6170552c-4d27-3e64-8068-64a380f1837d,WP ACQUISITION SUB LLC,76 SUMMER ST,HAVERHILL,MA,018305814,42.7786873,-71.07306505177553,6158616000,0.0,12
ca62a361-9c79-32d1-92cc-ffc0d5d19679,IDEAL HEALTHCARE SOLUTIONS LLC,19 HENRY ST,SHARON,MA,020671714,42.109147300000004,-71.20768205338297,7817840141,0.0,28
a4b91172-69e7-3895-bd89-b9a0868de5c2,DARTMOUTH PRIMARY MEDICINE  LLC,651 ORCHARD ST,NEW BEDFORD,MA,027441052,41.6149879,-70.93113851963673,5089945300,0.0,13
47fb5a56-bee5-3ecd-9958-706b20831c82,BETH ISRAEL LAHEY HEALTH AT HOME,600 CUMMINGS CENTER  SUITE 270X,WOBURN,MA,018016356,42.4792618,-71.1522766,9789212615,0.0,125
eee00932-ca82-36bc-b7e8-e3fff6dbaeaa,DANA FARBER CANCER INSTITUTE,450 BROOKLINE AVE,WEYMOUTH,MA,021893141,42.2212188,-70.9391625,6176323000,0.0,138
09434cf4-ae0d-32ad-bc16-5ce7b0e5c12b,Brockton Vet Center,1041L Pearl St.,Brockton,MA,02301,42.055134,-71.06661,508-580-2730 Or 508-580-2730,0.0,38
a6964d47-8af0-3df2-b99d-d8414eb1cfa3,ARBOUR-FULLER HOSPITAL,200 MAY ST,SOUTH ATTLEBORO,MA,027035520,41.924394750000005,-71.36076410900014,5087618500,0.0,112
679a8e99-0f35-3eec-94ed-d8341e9fe33c,POPE NURSING HOME,140 WEBB STREET,WEYMOUTH,MA,021882736,42.22281125,-70.96226691624932,7813354352,0.0,2
0d7ef8ee-4e45-3b40-9f2b-f558dce71574,PERSONALIZED MEDICAL CARE LLC,200 BOYLSTON ST,CHESTNUT HILL,MA,024672008,42.318869649999996,-71.17524247213663,6175298041,0.0,32
5c896155-eb9a-383e-9162-a43ebb7f1cc5,LINDEN PONDS,400 LINDEN PONDS WAY,HINGHAM,MA,020433784,42.1972249,-70.91712645007524,7815347030,0.0,6
a730c5e6-a15f-3e36-8112-8579e507d330,MIDDLESEX INTERNAL MEDICINE ASSOCIATES  INC,28 LORD RD,MARLBOROUGH,MA,017524549,42.34718040987546,-71.57283065352654,5084857660,0.0,20
d13ac855-c068-3b57-8d65-fc3c90f32558,PLEASANT BAY OF BREWSTER REHAB CENTER LLC,383 SOUTH ORLEANS ROAD,BREWSTER,MA,026312870,41.738964949999996,-70.00124453922743,7812550531,0.0,1
479427f6-9419-3eba-b2c2-b037b4b89493,MANET COMMUNITY HEALTH CENTER  INC.,180 GEORGE WASHINGTON BLVD,HULL,MA,020453069,42.2630377,-70.8606109,7819254550,0.0,41
1ce0d1a3-b507-3ad1-afc5-b25bfe48b8dc,STOUGHTON PUBLIC HEALTH ASSOCIATION,10 PEARL STREET,STOUGHTON,MA,020722364,42.125716800000006,-71.1025481568314,7813447011,0.0,4
a2d45ee8-b930-3169-b612-f602961ad212,SUNRISE HEALTHCARE LLC,37 MINUTEMAN WAY,SHREWSBURY,MA,015452229,42.288207,-71.73443816915585,6176509959,0.0,42
310d02fb-ba0c-3b5a-9ab3-8d7bb8e7b661,FAMILY MEDICAL ASSOCIATES  P.C.,709 WASHINGTON STREET,CANTON,MA,02021,42.1561851,-71.1452049,7818285351,0.0,37
2f67494e-f17e-3248-ba68-3ca42913cca1,ROYAL OF FAIRHAVEN NURSING CENTER,184 MAIN STREET,FAIRHAVEN,MA,027193259,41.646106,-70.90865208079187,5089973193,0.0,1
dfcd78f1-f67e-321d-84e3-f658c482c474,PLEASANT BAY HEALTH AND WELLNESS CENTER LLC,64 WOODLANDS WAY,BREWSTER,MA,026312550,41.737807,-70.0036669,5082401110,0.0,18
7f2ffa4e-e192-3b51-b5ca-81bbf077f160,HELLENIC WOMEN'S BENEVOLENT ASSOCIATION  INC.,601 SHERMAN ST,CANTON,MA,020212025,42.1635341,-71.15024107129324,7818287450,0.0,2
04b252db-4231-3cb5-963d-6f096fb4b97c,DEDHAM MEDICAL ASSOCIATES URGENT CARE CENTER LLC,1177 PROVIDENCE HIGHWAY,NORWOOD,MA,020625019,42.194543,-71.1994976,7813291400,0.0,1
73158a24-c079-3fb1-800a-2d7e26d9c566,ST MARYS INTERNAL MEDICINE PC,6 ESSEX CENTER DR,PEABODY,MA,019602907,42.539944,-70.950156,9788546376,0.0,51
4705a8fd-19cd-32c1-8b3e-34bcfe84d0bd,WELLNESS ON WHEELS PC,55 N WASHINGTON ST,NORTH ATTLEBORO,MA,027601607,41.983529,-71.332241,5083164141,0.0,33
497f39dd-280e-3d58-af5b-c5e3a3a09b10,CAPE COD HOSPITAL INC,27 PARK ST,HYANNIS,MA,026015230,41.65363635,-70.27352219234834,5087711800,0.0,90
a525d084-5a8f-3859-a048-2130a4092ec8,BAYADA HOME HEALTH CARE  INC,2 MOUNT ROYAL AVENUE  SUITE 350,MARLBOROUGH,MA,017521976,42.34042135,-71.57841367654626,5088534100,0.0,1
390a2aa4-70b4-3a64-a12f-9bd777834c8d,OUTER CAPE HEALTH SERVICES INC,710 MAIN STREET,HARWICH PORT,MA,026461931,41.669654699920855,-70.06169919459835,5084321400,0.0,36
c2e93fb4-abf2-3210-b6ec-4d1ecb2b76f0,HAVERHILL FAMILY OFFICE LLC,62 BROWN ST,HAVERHILL,MA,01830,42.76512700000001,-71.04617174286321,9785216555,0.0,22
07ae483b-b351-3add-8b05-afba832b88ea,STONEHEDGE HEALTH CARE CENTER,5 REDLANDS ROAD,WEST ROXBURY,MA,021321506,42.2879347,-71.15108161583282,6173276325,0.0,1
363631be-d437-3548-98c2-d10b909c1721,SEA VIEW CONVALESCENT AND NURSING HOME,50 MANSION DRIVE,ROWLEY,MA,019691026,42.73718535100735,-70.88053187301136,9789482552,0.0,6
ce89d7ed-54eb-3eae-881a-15df8e631c47,BEACON HOSPICE  AN AMEDISYS COMPANY,36 WILLIAM STREET,LEOMINSTER,MA,014533276,42.5267443,-71.7614891,9784667890,0.0,2
bdaa3017-130e-34e9-b3ac-ca6d992e8b50,PENACOOK PLACE  INC,150 WATER STREET,HAVERHILL,MA,018306213,42.77508795,-71.07182802882255,9783740707,0.0,2
2ca615f3-87f7-3283-a447-d919a883b676,HANOVER FAMILY HEALTH & URGENT CARE PC,1399 WASHINGTON ST,HANOVER,MA,023391653,42.1441354,-70.8440854,7818290895,0.0,1
c0a33465-d309-3d2a-932e-9d554a7cc19c,T MASSACHUSETTS  LLC,100 CENTURY DR,WORCESTER,MA,016061244,42.3138278,-71.7707002,7743667000,0.0,170
36c8b677-a6ce-3266-b71e-ed86d778d0fa,WESTBOROUGH BEHAVIORAL HEALTHCARE HOSPITAL  LLC,300 FRIBERG PKWY,WESTBOROUGH,MA,015813900,42.28350315,-71.58027718702151,5083296300,0.0,11
25c85bcc-7e25-36bc-89e8-08e0d473db23,A&A HEALTHCARE LLC,138 S MAIN ST STE 14,MILFORD,MA,017573272,42.1270746,-71.51639128815474,5082414877,0.0,30
d9b71ccf-6649-3555-9e99-44eac0af257f,SERENITY HILL NURSING CENTER,655 DEDHAM ST,WRENTHAM,MA,020931135,42.084901,-71.30689224201797,5083843400,0.0,5
c4ac39af-31c3-3e1b-bd95-faa239bce600,ATLANTIC COASTAL WELLNESS INC,374 ROUTE 28,WEST YARMOUTH,MA,026734717,41.6514493,-70.24627055149762,5087751311,0.0,8
5862e05c-9533-3f7a-8f73-215d50f5ee2f,HEBREW REHABILITATION CENTER,1200 CENTRE ST,ROSLINDALE,MA,021311000,42.29768,-71.130463,6173258000,0.0,20
966245ce-e84d-36b0-a838-2e0b5bb2e668,MATTAPAN COMMUNITY HEALTH CENTER,1425 BLUE HILL AVENUE,MATTAPAN,MA,021262122,42.2754929,-71.09384131587021,6172960061,0.0,3
ecd3b321-0a8a-3ce6-81f0-982dd77fce43,ANNA JAQUES HOSPITAL SUBACUTE UNIT,25 HIGHLAND AVE,NEWBURYPORT,MA,019503867,42.81369325,-70.89091645747592,9784631000,0.0,125
a25107f7-f4f5-36fc-98e4-f3e1b5875c91,MASS GENERAL BRIGHAM URGENT CARE LLC,1285 BEACON ST,WOBURN,MA,018012157,42.4979478,-71.1684508,6177516205,0.0,40
0e6c3ad1-24c1-34cb-bb6d-e8438fa319e2,URGENT CARE OPERATIONS PC,50 DODGE ST,SWAMPSCOTT,MA,019071300,42.4699241,-70.9171507,9789222171,0.0,3
a537b406-fdfa-36b4-84da-12512e7e6c63,STEWARD ST. ANNES HOSPITAL CORPORATION,795 MIDDLE ST,STOUGHTON,MA,020721829,42.1252079,-71.1022015,5086745600,0.0,15
217cb6f6-e822-3831-9d9d-ffa104971042,ENCOMPASS HEALTH REHABILITATION HOSP OF NEW ENGLAN,2 REHABILITATION WAY,WOBURN,MA,018016003,42.46352265,-71.161925472006,7819355050,0.0,19
f6ba791e-fe68-3596-bef4-60751db6a60e,VNA & HOSPICE OF GREATER MILFORD,37 BIRCH STREET,MILFORD,MA,017575501,42.1424349,-71.48943173357203,5084730862,0.0,3
7cb70963-6f86-3eab-a12b-88deb31de793,STERLING VILLAGE,18 DANA HILL ROAD,STERLING,MA,015642414,42.4106904,-71.7976286731579,9784225111,0.0,8
587f07bd-7d69-3291-9aea-abef74f30045,ROOTED WELLNESS LLC,228 ALMONT ST,MATTAPAN,MA,021261487,42.2805395,-71.09839825,8572047067,0.0,29
c709c5eb-ddd7-3778-84f7-0931a4d1c718,HEBREW SENIORLIFE AFFILIATED MEDICAL GROUP INC,1200 CENTRE ST,ROSLINDALE,MA,021311000,42.29768,-71.130463,6179715766,0.0,2
ac0fde88-b0ad-3388-a4a8-b8fc2a4f4af2,NEW ENGLAND SINAI HOSPITAL,150 YORK STREET,STOUGHTON,MA,020729105,42.144646800000004,-71.09875876961266,7813644850,0.0,34
